"","year","month","Air_Temp_Max...Deg.C...Max.","Air_Temp_Min...Deg.C...Min.","Soil_Temp_2in...Deg.C...Smp.","Soil_Temp_4in...Deg.C...Smp."
"1",2009,12,3.91685,-2.88485,1.26605,1.66945
"2",2010,1,3.27703225806452,-2.14629032258064,0.919032258064516,1.13516129032258
"3",2010,2,5.54857142857143,0.0233928571428572,2.24435714285714,2.39414285714286
"4",2010,3,9.82490322580645,1.28551612903226,5.05193548387097,4.79206451612903
"5",2010,4,14.1483666666667,1.73596666666667,10.005,8.86886666666667
"6",2010,5,15.761935483871,3.69170967741936,13.378064516129,12.24
"7",2010,6,21.577,7.83633333333333,17.7646666666667,17.8236666666667
"8",2010,7,23.1887096774194,11.2519032258065,20.1974193548387,19.791935483871
"9",2010,8,20.1738709677419,10.2558064516129,17.4632258064516,16.7683870967742
"10",2010,9,18.2266666666667,7.6564,13.641,13.5066666666667
"11",2010,10,14.3316129032258,5.29251612903226,10.0505161290323,10.1295483870968
"12",2010,11,8.30436666666667,1.5968,5.89646666666667,6.06013333333333
"13",2010,12,2.30961290322581,-3.84929032258064,0.969129032258064,1.13164516129032
"14",2011,1,6.10125806451613,0.835387096774194,3.48532258064516,3.61564516129032
"15",2011,2,8.81364285714286,2.60439285714286,5.27839285714286,5.24875
"16",2011,3,10.7012903225806,0.552193548387097,5.57151612903226,5.50912903225807
"17",2011,4,18.1236666666667,4.7951,11.8676666666667,11.334
"18",2011,5,17.3467741935484,6.09132258064516,14.3606451612903,13.8193548387097
"19",2011,6,18.847,8.06076666666667,16.7046666666667,16.4626666666667
"20",2011,7,20.0712903225806,8.88325806451613,16.6238709677419,16.76
"21",2011,8,20.4306451612903,10.2645161290323,15.9509677419355,16.3087096774194
"22",2011,9,19.6026666666667,9.01276666666667,14.3473333333333,14.7456666666667
"23",2011,10,17.1793548387097,6.42858064516129,11.1449032258064,11.6105483870968
"24",2011,11,12.5331333333333,4.69566666666667,9.34466666666667,9.64183333333333
"25",2011,12,8.92722580645161,1.9938064516129,5.24783870967742,5.49848387096774
"26",2012,1,9.04087096774193,0.983903225806452,4.86632258064516,5.05874193548387
"27",2012,2,6.64320689655173,-0.898448275862069,3.19296551724138,3.306
"28",2012,3,14.0693548387097,1.12761290322581,6.54003225806452,6.79374193548387
"29",2012,4,11.7393333333333,2.4262,8.05666666666667,8.1208
"30",2012,5,17.018064516129,7.43048387096774,13.1916129032258,12.7509677419355
"31",2012,6,18.089,9.56236666666667,15.5603333333333,15.2586666666667
"32",2012,7,20.361935483871,11.1263548387097,16.6848387096774,16.4187096774194
"33",2012,8,22.2448387096774,11.2966451612903,18.1245161290323,17.7087096774194
"34",2012,9,18.952,6.5915,13.1796666666667,13.334
"35",2012,10,13.4634193548387,5.81683870967742,9.58493548387097,10.0405483870968
"36",2012,11,10.1568666666667,2.17516666666667,5.46096666666667,6.03633333333333
"37",2012,12,8.05932258064516,0.892774193548387,3.18383870967742,3.47390322580645
"38",2013,1,5.86112903225806,1.00590322580645,3.45141935483871,3.82641935483871
"39",2013,2,5.98482142857143,-3.35696428571429,1.8765,2.40228571428571
"40",2013,3,5.93951612903226,-0.368354838709677,2.58203225806452,2.91032258064516
"41",2013,4,12.1141,2.4299,7.66206666666666,6.90156666666667
"42",2013,5,14.9470967741935,4.93832258064516,12.551935483871,11.3441935483871
"43",2013,6,18.6896666666667,8.52963333333333,16.8463333333333,15.23
"44",2013,7,25.6141935483871,10.8691612903226,19.9032258064516,18.7196774193548
"45",2013,8,23.2958064516129,10.7837741935484,17.9545161290323,16.7506451612903
"46",2013,9,18.9093333333333,7.81146666666667,13.7916666666667,13.0373333333333
"47",2013,10,16.1861290322581,8.06451612903226,11.5058709677419,11.7612903225806
"48",2013,11,9.69456666666667,2.19726666666667,5.89443333333333,6.8612
"49",2013,12,9.31987096774193,1.59032258064516,4.55161290322581,5.28332258064516
"50",2014,1,9.10145161290323,1.81945161290323,4.28490322580645,4.95061290322581
"51",2014,2,9.31096428571429,2.78235714285714,4.56164285714286,4.83414285714286
"52",2014,3,12.1218064516129,1.186,5.73764516129032,5.52748387096774
"53",2014,4,14.2849056603774,3.57392452830189,10.5539622641509,9.59124528301887
"54",2014,5,16.5803225806452,6.48761290322581,13.6864516129032,12.9054838709677
"55",2014,6,20.7393333333333,8.48743333333333,16.6233333333333,16.147
"56",2014,7,24.4706451612903,11.114064516129,19.2477419354839,18.5806451612903
"57",2014,8,21.4822727272727,9.52045454545455,17.2009090909091,16.5736363636364
"58",2014,9,20.7593333333333,8.06316666666667,15.2846666666667,14.8056666666667
"59",2014,10,16.2590322580645,7.90703225806451,11.9194193548387,12.1474193548387
"60",2014,11,11.7962333333333,0.359166666666667,8.17156666666667,8.7143
"61",2014,12,8.43829032258065,1.22145161290323,4.09941935483871,4.85974193548387
"62",2015,1,8.05974193548387,0.109193548387096,3.213,3.66567741935484
"63",2015,2,6.759,-0.0258214285714286,2.47010714285714,2.78410714285714
"64",2015,3,10.552,1.89970967741935,5.27474193548387,5.13177419354839
"65",2015,4,15.2363333333333,2.60293333333333,10.453,9.1609
"66",2015,5,16.2070967741935,6.2461935483871,14.031935483871,12.8264516129032
"67",2015,6,20.178,8.28713333333333,18.1196666666667,15.9263333333333
"68",2015,7,22.4225806451613,10.3914193548387,19.1396774193548,17.7864516129032
"69",2015,8,21.051935483871,10.6714193548387,17.141935483871,16.5516129032258
"70",2015,9,17.7233333333333,5.87243333333333,12.5603333333333,12.5193333333333
"71",2015,10,14.8664516129032,5.86390322580645,10.1779032258064,10.2974193548387
"72",2015,11,12.4379666666667,6.26276666666667,9.7878,9.94273333333333
"73",2015,12,12.7112903225806,7.5791935483871,9.52277419354839,9.6628064516129
"74",2016,1,8.46951612903226,0.840709677419355,5.06896774193548,5.53074193548387
"75",2016,2,8.42351724137931,0.982862068965517,4.17496551724138,4.69248275862069
"76",2016,3,9.64238709677419,0.910516129032258,5.06854838709677,4.93141935483871
"77",2016,4,12.372,2.53563333333333,9.51243333333334,7.89026666666666
"78",2016,5,17.7461290322581,6.71038709677419,14.6558064516129,12.8810322580645
"79",2016,6,19.0553333333333,10.8855,16.59,15.9986666666667
"80",2016,7,22.1209677419355,11.6021290322581,19.3222580645161,17.8109677419355
"81",2016,8,23.1606451612903,11.3833548387097,17.9454838709677,16.9406451612903
"82",2016,9,20.9326666666667,10.5528,15.5393333333333,15.2026666666667
"83",2016,10,14.9412903225806,4.79983870967742,10.1705161290323,10.4061290322581
"84",2016,11,10.0496333333333,1.34686666666667,6.33386666666667,6.9542
"85",2016,12,9.35458064516129,0.857161290322581,5.00829032258065,5.50851612903226
"86",2017,1,6.80967741935484,-1.45687096774194,2.40906451612903,2.90658064516129
"87",2017,2,9.10071428571429,2.59585714285714,5.21260714285714,5.4065
"88",2017,3,12.8472258064516,4.71235483870968,7.83825806451613,7.75951612903226
"89",2017,4,14.4106666666667,2.24426666666667,10.2026666666667,9.42063333333333
"90",2017,5,17.7222580645161,7.09867741935484,17.0709677419355,13.8290322580645
"91",2017,6,22.0876666666667,10.8014333333333,19.024,17.6466666666667
"92",2017,7,22.2645161290323,11.8102580645161,18.8009677419355,17.9858064516129
"93",2017,8,20.9041935483871,9.99612903225806,16.0016129032258,15.6254838709677
"94",2017,9,18.1226666666667,7.8736,12.9066666666667,12.79
"95",2017,10,15.9622580645161,7.759,12.0875806451613,12.021064516129
"96",2017,11,10.1929333333333,1.75736666666667,7.72933333333333,7.72903333333333
"97",2017,12,7.32512903225807,0.89741935483871,5.33158064516129,5.47477419354839
"98",2018,1,8.65809677419355,2.05490322580645,5.62864516129032,5.65429032258064
"99",2018,2,6.15739285714286,-1.94825,3.34257142857143,3.85882142857143
"100",2018,3,9.1511935483871,1.95354838709677,4.8818064516129,4.98235483870968
"101",2018,4,15.0940666666667,6.65096666666666,9.76233333333333,9.36013333333333
"102",2018,5,20.0235483870968,6.97664516129032,13.3583870967742,12.5014838709677
"103",2018,6,23.3163333333333,10.2785333333333,16.203,15.8376666666667
"104",2018,7,28.0345161290323,12.284,17.871935483871,17.7264516129032
"105",2018,8,24.2545161290323,11.4302903225806,16.2529032258064,16.5290322580645
"106",2018,9,20.7043333333333,7.5345,12.0163333333333,12.7503333333333
"107",2018,10,16.5071935483871,5.48738709677419,9.43409677419355,10.1723225806452
"108",2018,11,12.3369666666667,3.5848,6.99793333333333,7.54913333333333
"109",2018,12,10.8920967741935,3.77335483870968,6.19916129032258,6.66032258064516
"110",2019,1,7.89241935483871,0.578129032258065,3.75990322580645,4.54925806451613
"111",2019,2,12.1551071428571,0.714392857142857,3.70817857142857,4.40557142857143
"112",2019,3,13.1870967741935,4.52277419354839,6.76451612903226,7.27883870967742
"113",2019,4,15.49,2.93403333333333,7.8352,8.22763333333333
"114",2019,5,17.7483870967742,5.20951612903226,11.4002903225806,11.428064516129
"115",2019,6,20.672,9.84183333333333,14.861,14.7376666666667
"116",2019,7,24.9106451612903,11.8372258064516,17.2590322580645,17.0951612903226
"117",2019,8,24.3448387096774,11.4379677419355,16.0235483870968,16.1193548387097
"118",2019,9,21.2213333333333,8.68376666666667,13.0276666666667,13.39
"119",2019,10,15.4616129032258,6.1496129032258,11.2181612903226,11.508064516129
"120",2019,11,10.3550333333333,2.31956666666667,7.3913,7.7549
"121",2019,12,10.1908387096774,2.48061290322581,6.10051612903226,6.35429032258064
"122",2020,1,10.0883225806452,3.66535483870968,6.29248387096774,6.51751612903226
"123",2020,2,11.2803448275862,3.31658620689655,6.06737931034483,6.39106896551724
"124",2020,3,11.8286129032258,2.42377419354839,5.9291935483871,6.33864516129032
"125",2020,4,18.1133333333333,3.57343333333333,8.55736666666667,8.76643333333333
"126",2020,5,20.1477419354839,5.72125806451613,11.8264516129032,11.7803225806452
"127",2020,6,21.8103333333333,10.2613,15.1663333333333,14.992
"128",2020,7,22.3225806451613,10.8854516129032,16.3490322580645,16.1861290322581
"129",2020,8,25.5883870967742,13.454,17.6132258064516,17.5145161290323
"130",2020,9,21.3083333333333,8.4604,13.9346666666667,14.0586666666667
"131",2020,10,15.2009677419355,7.08248387096774,11.1693548387097,11.2958064516129
"132",2020,11,13.0843333333333,4.58193333333333,9.23556666666667,9.3885
"133",2020,12,8.98987096774193,2.18270967741935,6.80358064516129,7.01283870967742
"134",2021,1,7.28329032258065,0.692322580645161,4.95525806451613,5.15938709677419
"135",2021,2,9.08607142857143,1.73353571428571,5.00860714285714,5.20242857142857
"136",2021,3,11.7086774193548,2.43416129032258,6.22293548387097,6.39864516129032
"137",2021,4,13.2557,0.0949333333333333,6.6811,6.95446666666667
"138",2021,5,15.5925806451613,5.47135483870968,10.3317096774194,10.1969677419355
"139",2021,6,22.2073333333333,10.9976,15.7166666666667,15.3956666666667
"140",2021,7,23.9470967741936,12.7711290322581,16.7635483870968,16.5916129032258
"141",2021,8,21.6012903225806,11.5096451612903,15.6093548387097,15.5396774193548
"142",2021,9,21.9733333333333,10.3606,14.2386666666667,14.298
"143",2021,10,16.9474193548387,7.33209677419355,11.7003225806452,11.7912903225806
"144",2021,11,11.615,2.4318,8.35173333333333,8.61176666666667
"145",2021,12,10.1359032258064,4.57706451612903,7.29167741935484,7.42625806451613
"146",2022,1,9.04741935483871,0.270032258064516,5.41106451612903,5.77783870967742
"147",2022,2,11.31,3.22853571428571,6.15192857142857,6.38114285714286
"148",2022,3,13.251935483871,2.32490322580645,6.56490322580645,6.88374193548387
"149",2022,4,15.3887333333333,3.178,8.11826666666667,8.3188
"150",2022,5,19.1425806451613,8.21335483870968,12.4774193548387,12.3293548387097
"151",2022,6,21.9846666666667,9.1192,14.8626666666667,14.758
"152",2022,7,26.4638709677419,11.6826129032258,17.0283870967742,16.8432258064516
"153",2022,8,27.1525806451613,12.3073548387097,17.6006451612903,17.6583870967742
"154",2022,9,20.3963333333333,9.27073333333333,14.927,15.1946666666667
"155",2022,10,18.3374193548387,7.60177419354839,12.0061290322581,12.2367741935484
"156",2022,11,13.6239,6.4467,10.3044,10.5503333333333
"157",2022,12,7.69938709677419,0.0740645161290321,5.42990322580645,5.77306451612903
"158",2023,1,8.97786666666667,1.452,5.09386666666667,5.45163333333333
"159",2023,2,9.89796428571428,1.05928571428571,4.788,5.05717857142857
"160",2023,3,9.9493870967742,3.33716129032258,6.64393548387097,6.66770967741936
"161",2023,4,13.2746666666667,2.9347,8.74506666666667,8.59396666666667
"162",2023,5,17.4629032258065,6.14216129032258,13.3258064516129,12.8322580645161
"163",2023,6,24.02,10.3099,17.5863333333333,16.6563333333333
"164",2023,7,20.6948387096774,11.3651290322581,17.4777419354839,16.9251612903226
"165",2023,8,21.4312903225806,10.817064516129,16.9145161290323,16.6848387096774
"166",2023,9,22.767,10.8366666666667,15.619,15.5036666666667
"167",2023,10,17.0048387096774,7.33393548387097,12.7790322580645,12.828064516129
"168",2023,11,11.0921,2.9212,8.6045,8.81166666666667
"169",2023,12,9.5718064516129,3.84961290322581,7.37077419354839,7.47783870967742
"170",2024,1,7.10041379310345,0.30748275862069,4.98641379310345,5.29820689655172
"171",2024,2,11.5,-0.947,5.542,6.222
"172",NA,NA,NA,NA,NA,NA
