Date,RHSilwood_mo,sw_ts_all,silw_fapar_forest_m
1986/1/1,NA,26.58681939,0.215109678
1986/2/1,NA,56.24898744,0.160695404
1986/3/1,NA,97.38857344,0.213069336
1986/4/1,NA,146.4869451,0.325772392
1986/5/1,NA,165.4961863,0.514833624
1986/6/1,NA,206.0726611,0.559384775
1986/7/1,NA,175.1846354,0.538543731
1986/8/1,NA,135.5770121,0.463304497
1986/9/1,NA,104.9034608,0.51387299
1986/10/1,NA,62.49001766,0.377663058
1986/11/1,NA,31.62232548,0.237293827
1986/12/1,NA,20.64870275,0.222144795
1987/1/1,88.85777921,25.95869901,0.176746
1987/2/1,85.76200112,46.94594828,0.20720878
1987/3/1,78.55482012,90.31758225,0.21286913
1987/4/1,75.36928227,146.3668175,0.313313955
1987/5/1,75.76751892,176.681957,0.486984876
1987/6/1,78.893255,168.1080894,0.592294555
1987/7/1,75.14591327,155.0395404,0.538543731
1987/8/1,79.33699446,149.3560807,0.479517574
1987/9/1,80.38382481,112.3012273,0.456859212
1987/10/1,84.19009258,65.39292582,0.390126106
1987/11/1,87.73911727,28.64238095,0.1237884
1987/12/1,87.49704893,15.54644864,0.222144795
1988/1/1,86.58027899,22.51469288,0.215109678
1988/2/1,78.68951743,63.58141898,0.217268996
1988/3/1,77.53288338,81.91817736,0.273513847
1988/4/1,74.83310217,136.5825304,0.330165806
1988/5/1,75.96947625,182.0774881,0.517564656
1988/6/1,77.38727616,166.9923841,0.574242353
1988/7/1,78.72857693,157.1179203,0.536440202
1988/8/1,76.20246915,144.7496111,0.498422322
1988/9/1,80.48107705,110.899145,0.42661423
1988/10/1,87.69388394,64.76219649,0.386170864
1988/11/1,88.32284957,36.52820515,0.265238359
1988/12/1,88.04163536,16.58910692,0.218067546
1989/1/1,86.68881398,24.44615552,0.215109678
1989/2/1,82.50175198,57.30219816,0.207430009
1989/3/1,80.3037033,87.27687975,0.24488623
1989/4/1,76.84501063,133.8186568,0.355380588
1989/5/1,65.72655753,225.0176465,0.496611183
1989/6/1,63.51312412,220.9538264,0.572639803
1989/7/1,67.14629802,202.05808,0.470335248
1989/8/1,69.25393741,168.4876876,0.466284771
1989/9/1,75.69998472,105.9520107,0.40858562
1989/10/1,82.68531468,60.47596065,0.185854605
1989/11/1,89.05157272,36.88255566,0.234075228
1989/12/1,90.13090941,14.26641417,0.222144795
1990/1/1,86.62335941,22.91865982,0.196487893
1990/2/1,78.77606455,51.72714857,0.206327517
1990/3/1,73.34080656,107.8652,0.242112302
1990/4/1,68.58390971,173.9850451,0.32254206
1990/5/1,65.54919658,213.102251,0.50576639
1990/6/1,70.30367647,164.1477798,0.544034912
1990/7/1,62.57904906,206.9996827,0.463571996
1990/8/1,67.58107169,172.8949286,0.435414175
1990/9/1,72.18614435,110.3721052,0.393406451
1990/10/1,80.35829369,67.53905746,0.390126106
1990/11/1,87.54588393,35.85586912,0.262507541
1990/12/1,85.12195248,19.36583044,0.222144795
1991/1/1,82.62558452,26.99850473,0.215109678
1991/2/1,89.85042061,48.54089697,0.121505538
1991/3/1,81.15071772,87.70498817,0.24488623
1991/4/1,71.0534798,156.8825397,0.325772392
1991/5/1,73.35073381,152.3367882,0.452227276
1991/6/1,74.01661092,163.3140546,0.625497591
1991/7/1,75.81537993,176.4613127,0.542100711
1991/8/1,74.55585792,164.2056913,0.466907705
1991/9/1,80.54023585,126.2801022,0.397399
1991/10/1,84.97792914,63.8251517,0.390126106
1991/11/1,86.61781517,30.60415131,0.262507541
1991/12/1,88.22215756,21.17454701,0.222144795
1992/1/1,86.06383543,27.15044578,0.191504812
1992/2/1,83.60153476,52.38192373,0.20720878
1992/3/1,80.90618518,84.61640767,0.246004327
1992/4/1,75.09016658,128.412829,0.23352147
1992/5/1,68.9404546,211.2413376,0.499186584
1992/6/1,74.95358654,203.8607386,0.538733429
1992/7/1,77.66490842,156.1898038,0.536440202
1992/8/1,79.4125942,137.8043058,0.47936765
1992/9/1,84.16801398,103.6630627,0.355547946
1992/10/1,81.07948535,64.39586689,0.386170864
1992/11/1,85.96190665,26.00161572,0.256957591
1992/12/1,88.14055928,19.72459803,0.218067546
1993/1/1,85.59399944,18.36688698,0.215109678
1993/2/1,83.42604299,53.52304087,0.20125036
1993/3/1,74.51210695,100.8131195,0.241326373
1993/4/1,80.80548186,135.1208721,0.302413822
1993/5/1,72.14733019,184.659626,0.525683058
1993/6/1,71.37609554,192.1184546,0.56806851
1993/7/1,74.53250267,169.2312821,0.53677368
1993/8/1,73.11091265,153.3256453,0.479517574
1993/9/1,84.59275588,93.28482465,0.405275987
1993/10/1,80.18274704,66.68655308,0.365192368
1993/11/1,88.30894042,34.90684239,0.243110384
1993/12/1,84.84418969,19.08438202,0.222144795
1994/1/1,86.70301622,25.32232345,0.215109678
1994/2/1,88.19782174,46.78619613,0.189615244
1994/3/1,78.36913907,91.99301088,0.240716822
1994/4/1,70.41044833,158.8896196,0.307410021
1994/5/1,75.83392317,159.8547119,0.490947272
1994/6/1,71.38391363,207.6154539,0.588202535
1994/7/1,73.80702058,206.0379759,0.523358142
1994/8/1,82.89298973,155.0761338,0.372545518
1994/9/1,87.55365329,101.8736391,0.456859212
1994/10/1,87.72415063,73.91535499,0.390126106
1994/11/1,91.85114443,25.60555958,0.262507541
1994/12/1,89.45631934,21.01134293,0.222144795
1995/1/1,84.6040805,22.14971014,0.215109678
1995/2/1,81.11145713,47.43787754,0.20720878
1995/3/1,72.32715201,114.2329429,0.267489927
1995/4/1,72.84016663,154.0533376,0.320889953
1995/5/1,66.0812819,194.6461838,0.503159453
1995/6/1,70.26778403,192.8196807,0.519718362
1995/7/1,71.48853942,203.3179156,0.478158755
1995/8/1,61.90547416,189.0269236,0.456597917
1995/9/1,81.16324609,107.5441634,0.423599805
1995/10/1,84.01625545,67.65978804,0.467739492
1995/11/1,86.76518056,35.24617591,0.303025501
1995/12/1,90.07110978,15.995805,0.222144795
1996/1/1,89.87582647,20.09894164,0.133498384
1996/2/1,84.82629598,59.09819855,0.20720878
1996/3/1,83.28795125,86.58439364,0.245293805
1996/4/1,71.33093258,139.1013436,0.282877087
1996/5/1,66.96689344,167.9873043,0.412156992
1996/6/1,66.6080641,218.7834947,0.552193827
1996/7/1,69.31267602,195.0541653,0.507222421
1996/8/1,75.02062357,157.7718878,0.488352132
1996/9/1,79.122415,106.5874523,0.4360121
1996/10/1,82.77101141,70.57617544,0.322800532
1996/11/1,85.57922461,37.29196822,0.254106969
1996/12/1,87.56512749,19.09771586,0.218067546
1997/1/1,90.55950894,21.79209509,0.221513169
1997/2/1,81.46510922,41.17304362,0.20720878
1997/3/1,79.71570314,95.99077742,0.280204777
1997/4/1,74.5268511,154.5141446,0.320867522
1997/5/1,85.23899252,206.8928507,0.482173353
1997/6/1,88.72573458,167.6519176,0.510308564
1997/7/1,91.71822422,192.2760737,0.518132748
1997/8/1,87.3031041,155.3718244,0.46700509
1997/9/1,90.67887335,123.351287,0.451816873
1997/10/1,91.18183781,75.0011218,0.369349116
1997/11/1,88.37728268,31.29975319,0.235841906
1997/12/1,88.37189224,17.65190719,0.222144795
1998/1/1,83.11990686,26.02258662,0.198327005
1998/2/1,85.53379433,60.73336733,0.214796017
1998/3/1,80.84966405,79.45754146,0.238119592
1998/4/1,82.39895527,134.0693449,0.325772392
1998/5/1,86.6574502,194.6515717,0.50264073
1998/6/1,79.34044544,167.9398007,0.572082777
1998/7/1,72.893171,157.3154844,0.556959894
1998/8/1,74.39797414,170.4694323,0.474631818
1998/9/1,83.35986758,104.991485,0.442048166
1998/10/1,84.08662234,58.14507672,0.387723411
1998/11/1,86.30123859,33.73787868,0.2508191
1998/12/1,86.18492766,17.8236596,0.222144795
1999/1/1,86.17389786,21.80779157,0.164065724
1999/2/1,80.514944,54.81826217,0.20720878
1999/3/1,80.19505273,89.79227616,0.252067514
1999/4/1,78.51435597,142.503158,0.280819649
1999/5/1,76.33724531,169.2138321,0.514833624
1999/6/1,93.65141562,190.2527714,0.56702392
1999/7/1,94.58981292,205.4255835,0.544997219
1999/8/1,92.78643086,142.4886059,0.493397187
1999/9/1,92.23393235,111.2125787,0.465650805
1999/10/1,93.95354093,69.81325914,0.384735521
1999/11/1,94.2284615,35.94945815,0.274648286
1999/12/1,91.69712641,19.71899196,0.222144795
2000/1/1,88.2657968,28.36419386,0.219861226
2000/2/1,84.82660033,56.1738332,0.235380994
2000/3/1,87.89938042,93.26034638,0.333955438
2000/4/1,87.23916745,134.6511198,0.313430878
2000/5/1,95.1772411,186.9369949,0.548022917
2000/6/1,96.31553984,180.0783733,0.563246492
2000/7/1,94.81976446,169.5849155,0.540032834
2000/8/1,96.24299227,161.7348096,0.462364698
2000/9/1,93.86619971,94.35022059,0.393608764
2000/10/1,95.70172857,56.8393957,0.370641131
2000/11/1,93.50910817,31.39375303,0.243144433
2000/12/1,93.23507742,18.27185004,0.218502483
2001/1/1,90.67705676,26.70508382,0.207137783
2001/2/1,88.46049051,52.8567852,0.174434077
2001/3/1,86.74372625,74.37860893,0.24488623
2001/4/1,92.39687366,136.1430514,0.334696419
2001/5/1,94.5096566,194.0090125,0.482530721
2001/6/1,83.51209746,207.322195,0.561277589
2001/7/1,90.64357513,181.0829393,0.569429244
2001/8/1,95.18196429,151.2679167,0.526452323
2001/9/1,92.83076379,99.07598397,0.526850511
2001/10/1,92.69843988,64.22449665,0.421589661
2001/11/1,89.74681008,34.97351385,0.255562394
2001/12/1,88.86810247,23.84626632,0.187319345
2002/1/1,89.85058512,20.41041899,0.046172824
2002/2/1,84.16428339,52.46196355,0.20914042
2002/3/1,81.52361968,92.83109392,0.194590393
2002/4/1,83.63264696,166.992929,0.347575424
2002/5/1,87.75936421,174.4521286,0.529111518
2002/6/1,96.16141613,174.6687153,0.54967634
2002/7/1,96.29387052,164.8362385,0.542901481
2002/8/1,96.56429503,149.5050995,0.479517574
2002/9/1,94.89505745,116.4116472,0.456706612
2002/10/1,95.78200964,60.74316821,0.390126106
2002/11/1,95.7576304,26.24260953,0.201949585
2002/12/1,95.25878709,13.58078865,0.222144795
2003/1/1,88.9418048,27.97377896,0.215109678
2003/2/1,85.08254326,54.71277889,0.207368494
2003/3/1,77.68898458,118.5156074,0.229045571
2003/4/1,64.24153656,152.712206,0.298659854
2003/5/1,75.06196998,181.2355102,0.514833624
2003/6/1,90.38754967,202.6279529,0.572082777
2003/7/1,92.91539333,183.1270469,0.545891447
2003/8/1,90.10876699,178.6887061,0.52377821
2003/9/1,85.18503883,131.1692996,0.442620371
2003/10/1,86.9201865,78.08407023,0.360134888
2003/11/1,90.56042793,31.81241107,0.262507541
2003/12/1,89.78465828,16.62773773,0.222144795
2004/1/1,86.57713519,24.07366321,0.215109678
2004/2/1,81.93320236,53.05847473,0.20720878
2004/3/1,81.81998138,90.4143322,0.233506966
2004/4/1,82.31406249,140.8437358,0.362007947
2004/5/1,90.29699627,168.0641938,0.574331947
2004/6/1,83.38061023,183.617073,0.630738097
2004/7/1,83.14578126,179.9753031,0.454889585
2004/8/1,89.82601024,160.1706796,0.47936765
2004/9/1,87.72897874,110.9028133,0.408290465
2004/10/1,86.81392182,61.08035745,0.397041161
2004/11/1,89.55466085,28.0636298,0.272761973
2004/12/1,91.34284207,19.83164629,0.218067546
2005/1/1,84.76868705,26.04952337,0.198959631
2005/2/1,86.916885,52.79899133,0.20720878
2005/3/1,83.53197292,89.52217561,0.225856079
2005/4/1,80.30720411,138.4072149,0.351159029
2005/5/1,73.54842796,187.850026,0.572717687
2005/6/1,75.99091782,193.1533617,0.58065632
2005/7/1,86.17843505,172.3825909,0.538543731
2005/8/1,86.73443342,156.9431828,0.424568872
2005/9/1,84.82364661,109.0148843,0.459388858
2005/10/1,90.54750794,60.88751795,0.287357303
2005/11/1,88.49947858,36.42486646,0.29214002
2005/12/1,88.58650474,23.10181045,0.222144795
2006/1/1,89.54168443,23.91589588,0.215109678
2006/2/1,86.31082953,51.41823484,0.20720878
2006/3/1,79.70281986,88.90686717,0.24488623
2006/4/1,77.15767526,134.3948095,0.317088626
2006/5/1,80.94379636,165.0465381,0.51079024
2006/6/1,83.9781958,218.2781846,0.569769124
2006/7/1,89.16842503,218.6614808,0.506591859
2006/8/1,92.45291639,144.643372,0.54750229
2006/9/1,91.48533386,114.1367337,0.444581956
2006/10/1,87.06365207,61.00738264,0.390126106
2006/11/1,89.75708842,38.71452001,0.28747579
2006/12/1,89.76826793,18.58271966,0.222144795
2007/1/1,87.25101394,26.1509535,0.215109678
2007/2/1,91.29210973,48.77837922,0.20720878
2007/3/1,80.14330094,109.3453382,0.248522211
2007/4/1,76.0337801,178.3493312,0.388956212
2007/5/1,78.30688147,154.5897329,0.514833624
2007/6/1,82.0407099,179.922048,0.572082777
2007/7/1,79.04786915,170.1873394,0.543178332
2007/8/1,79.22082929,151.530729,0.499141799
2007/9/1,83.54477164,105.3800677,0.473761546
2007/10/1,92.37021505,55.94047622,0.370997457
2007/11/1,90.16155566,34.3566908,0.257414869
2007/12/1,88.20709224,22.15506055,0.222144795
2008/1/1,87.27820709,22.88869246,0.215109678
2008/2/1,87.83537432,62.17010418,0.20720878
2008/3/1,79.29961396,95.42177699,0.246004327
2008/4/1,78.10987405,150.6248118,0.330165806
2008/5/1,78.68395483,178.7719453,0.514244637
2008/6/1,83.91130405,198.5732022,0.570118409
2008/7/1,82.1213062,183.1020592,0.586568946
2008/8/1,87.23997207,128.0398179,0.47936765
2008/9/1,87.4360691,99.04725912,0.40639606
2008/10/1,90.57873495,68.89235382,0.357552932
2008/11/1,92.28484683,24.92986094,0.259742054
2008/12/1,91.45783349,21.48777659,0.218067546
2009/1/1,92.24766342,28.26085355,0.202706307
2009/2/1,89.61176881,46.35648015,0.216400445
2009/3/1,80.24992759,106.6905204,0.243394631
2009/4/1,80.32815023,148.0166498,0.308596023
2009/5/1,77.65389724,179.1278061,0.514833624
2009/6/1,87.16023244,193.8513468,0.583399105
2009/7/1,90.6953404,177.9776404,0.556150487
2009/8/1,85.44178783,140.3368169,0.489991817
2009/9/1,81.79846124,111.4823208,0.455628206
2009/10/1,88.4583741,55.14983426,0.43991213
2009/11/1,89.27113951,31.75084233,0.280881804
2009/12/1,90.37907804,22.73080399,0.222144795
2010/1/1,NA,27.42830139,0.202125981
2010/2/1,NA,43.81742535,0.106919181
2010/3/1,NA,94.09998858,0.24488623
2010/4/1,NA,168.5363699,0.304142779
2010/5/1,NA,173.9634059,0.501597479
2010/6/1,NA,205.9822522,0.546594219
2010/7/1,NA,178.7183362,0.521220311
2010/8/1,NA,127.7880939,0.479517574
2010/9/1,NA,96.26136201,0.458086881
2010/10/1,NA,64.28893179,0.390828153
2010/11/1,NA,30.03512838,0.300817622
2010/12/1,NA,19.73919285,0.222144795
2011/1/1,NA,20.85048543,0.215109678
2011/2/1,NA,34.38267993,0.20720878
2011/3/1,NA,100.6700772,0.24488623
2011/4/1,NA,170.5969378,0.416819778
2011/5/1,NA,189.7082067,0.535422974
2011/6/1,NA,187.0720323,0.548276637
2011/7/1,NA,177.9354135,0.535043008
2011/8/1,NA,138.1503119,0.479517574
2011/9/1,NA,109.773887,0.465697636
2011/10/1,NA,71.47316108,0.398419349
2011/11/1,NA,31.33392439,0.265906467
2011/12/1,NA,21.47835549,0.229291735
2012/1/1,NA,26.14760966,0.215109678
2012/2/1,NA,48.19047774,0.20720878
2012/3/1,NA,109.2983492,0.246004327
2012/4/1,NA,138.2010202,0.330165806
2012/5/1,NA,169.5967508,0.517564656
2012/6/1,NA,161.3838162,0.574242353
2012/7/1,NA,169.7872182,0.536440202
2012/8/1,NA,153.6694399,0.330684675
2012/9/1,NA,117.0506073,0.4803786
2012/10/1,NA,57.41865941,0.386170864
2012/11/1,NA,32.99570222,0.275207141
2012/12/1,NA,18.71799374,0.215396032
2013/1/1,NA,24.25829166,0.215109678
2013/2/1,NA,49.65241879,0.20720878
2013/3/1,NA,83.2299232,0.24488623
2013/4/1,NA,149.8997859,0.302126057
2013/5/1,NA,165.2456616,0.514833624
2013/6/1,NA,188.1817041,0.581090719
2013/7/1,NA,219.9141375,0.55728969
2013/8/1,NA,159.8849517,0.429443923
2013/9/1,NA,98.65609349,0.467258866
2013/10/1,NA,56.08943176,0.390126106
2013/11/1,NA,32.05673154,0.262507541
2013/12/1,NA,20.29843262,0.222144795
2014/1/1,NA,24.99288604,0.236528757
2014/2/1,NA,54.33206169,0.213752581
2014/3/1,NA,112.1574906,0.258279009
2014/4/1,NA,142.8656059,0.400659501
2014/5/1,NA,173.0131402,0.483092016
2014/6/1,NA,204.1794282,0.616256687
2014/7/1,NA,204.1929035,0.548203102
2014/8/1,NA,148.4838476,0.529319914
2014/9/1,NA,104.5159852,0.502317817
2014/10/1,NA,58.30712935,0.441551673
2014/11/1,NA,29.29304737,0.294490503
2014/12/1,NA,22.52966652,0.222144795
2015/1/1,NA,29.18072827,0.219872522
2015/2/1,NA,47.05999916,0.182252396
2015/3/1,NA,101.0122791,0.282597059
2015/4/1,NA,171.0806365,0.320433218
2015/5/1,NA,164.5240678,0.592844955
2015/6/1,NA,195.7699094,0.600945616
2015/7/1,NA,173.8785792,0.599920516
2015/8/1,NA,131.3783881,0.430336821
2015/9/1,NA,119.6026117,0.465510717
2015/10/1,NA,60.15911654,0.42647974
2015/11/1,NA,22.65522576,0.262507541
2015/12/1,NA,15.45033411,0.222144795
2016/1/1,NA,23.78165453,0.224009879
2016/2/1,NA,53.24575963,0.221897955
2016/3/1,NA,94.61074898,0.255926069
2016/4/1,NA,161.2436997,0.32559463
2016/5/1,NA,185.3734278,0.529461349
2016/6/1,NA,163.3708581,0.574242353
2016/7/1,NA,178.7356778,0.536440202
2016/8/1,NA,160.8532651,0.521971096
2016/9/1,NA,100.5342433,0.573882027
2016/10/1,NA,68.15537555,0.388040744
2016/11/1,NA,36.07990598,0.262214526
2016/12/1,NA,17.97294754,0.218067546
2017/1/1,NA,25.05138777,0.194663501
2017/2/1,NA,42.61268032,0.20720878
2017/3/1,NA,90.67646254,0.259038124
2017/4/1,NA,143.891271,0.331592897
2017/5/1,NA,174.3788186,0.598468459
2017/6/1,NA,194.2951443,0.607245748
2017/7/1,NA,172.2008284,0.538543731
2017/8/1,NA,147.7140485,0.545608788
2017/9/1,NA,98.11663402,0.491585482
2017/10/1,NA,56.80876423,0.390126106
2017/11/1,NA,34.18779761,0.260280492
2017/12/1,NA,19.09929809,0.222144795
2018/1/1,NA,22.33719116,0.252842899
2018/2/1,NA,61.83840232,0.239602291
2018/3/1,NA,81.48656933,0.24488623
2018/4/1,NA,121.542638,0.353057911
2018/5/1,NA,205.5161796,0.533370625
2018/6/1,NA,221.6312624,0.578148499
2018/7/1,NA,210.1841514,0.553835977
2018/8/1,NA,146.9435099,0.401520089
2018/9/1,NA,119.0025164,0.448522023
2018/10/1,NA,72.03792294,0.40819032
2018/11/1,NA,33.12688178,0.303261476
2018/12/1,NA,17.09722671,0.227071018
2019/1/1,NA,27.92136454,0.227236952
2019/2/1,NA,60.85896024,0.22852063
2019/3/1,NA,93.14750103,0.248093386
2019/4/1,NA,157.5186511,0.369091419
2019/5/1,NA,189.9121813,0.498215311
2019/6/1,NA,184.2794028,0.641205584
2019/7/1,NA,185.1241393,0.547118469
2019/8/1,NA,167.2563101,0.488110897
2019/9/1,NA,114.9418671,0.469547971
2019/10/1,NA,54.29998035,0.397756561
2019/11/1,NA,28.92341914,0.27927687
2019/12/1,NA,20.1210487,0.226328588
2020/1/1,NA,24.14899321,0.229650833
2020/2/1,NA,46.76440155,0.217265606
2020/3/1,NA,105.1765708,0.262672948
2020/4/1,NA,183.4357121,0.385060457
2020/5/1,NA,231.7361553,0.553556999
2020/6/1,NA,201.5709779,0.584798983
2020/7/1,NA,169.3491343,0.576853596
2020/8/1,NA,151.5336425,0.506662074
2020/9/1,NA,120.8729114,0.473235057
2020/10/1,NA,52.78961248,0.410635148
2020/11/1,NA,30.25167231,0.259742054
2020/12/1,NA,18.9099524,0.218067546
2021/1/1,NA,21.72186383,0.215109678
2021/2/1,NA,52.33917686,0.243666077
2021/3/1,NA,88.70134825,0.251603741
2021/4/1,NA,182.3227946,0.310732621
2021/5/1,NA,181.0381201,0.472875091
2021/6/1,NA,175.6589878,0.593115217
2021/7/1,NA,191.7383727,0.542227113
2021/8/1,NA,127.1651806,0.479517574
2021/9/1,NA,105.5199478,0.446791522
2021/10/1,NA,58.74836262,0.390126106
2021/11/1,NA,36.30312811,0.289886263
2021/12/1,NA,14.68755273,0.222144795
2022/1/1,NA,28.2350787,0.234336288
2022/2/1,NA,NA,0.213990321
2022/3/1,NA,NA,0.271427044
2022/4/1,NA,NA,0.372267247
2022/5/1,NA,NA,0.62295385
2022/6/1,NA,NA,0.58863334
2022/7/1,NA,NA,0.569939348
2022/8/1,NA,NA,0.510269488
2022/9/1,NA,NA,0.491437894
2022/10/1,NA,NA,0.379052749
2022/11/1,NA,NA,0.292414191
2022/12/1,NA,NA,0.232756745
2023/1/1,NA,NA,0.232763151
2023/2/1,NA,NA,0.259815137
2023/3/1,NA,NA,0.183847638
2023/4/1,NA,NA,0.286895471
2023/5/1,NA,NA,0.498280808
2023/6/1,NA,NA,0.552574239
2023/7/1,NA,NA,0.51900226
2023/8/1,NA,NA,0.469959689
2023/9/1,NA,NA,0.461262402
2023/10/1,NA,NA,0.433023683
2023/11/1,NA,NA,0.269387818
2023/12/1,NA,NA,0.222144795
